vendor_guid,object_type,title,description,friendly_description,display_name,calculation_method,calculation_int,parent_guids,workflow_state,mastery_points,ratings,,,,,,,,,
canvas_outcome:1264706,outcome,KATH 96 - SLO # 2,Identify and explain offensive and defensive strategies.,,,decaying_average,65,canvas_outcome_group:410233,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264707,outcome,KATH 96 - SLO # 3,Execute offensive and defensive techniques in practice and game situations.,,,decaying_average,65,canvas_outcome_group:410233,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264932,outcome,ACCT 001A - SLO # 1,"Complete the accounting cycle, including the preparation of the four financial statements for a corporation using generally accepted accounting principles.",,,decaying_average,65,canvas_outcome_group:410403,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264933,outcome,ACCT 001A - SLO # 2,"Analyze financial statements, calculating and explaining key ratios that reflect financial performance.",,,decaying_average,65,canvas_outcome_group:410403,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264934,outcome,ACCT 001B - SLO # 1,Analyze the various cost accounting systems in a manufacturing company.,,,decaying_average,65,canvas_outcome_group:410404,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264935,outcome,ACCT 001B - SLO # 2,Explain cost terms and behavior used in managerial accounting.,,,decaying_average,65,canvas_outcome_group:410404,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264936,outcome,ACCT 001B - SLO # 3,"Explain the planning, budgeting, and performance measurement processes for a manufacturing company.",,,decaying_average,65,canvas_outcome_group:410404,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264938,outcome,ACCT 010 - SLO # 1,Complete an accounting cycle for a sole proprietorship&nbsp;according to Generally Accepted Accounting Principles&nbsp;(GAAP).,,,decaying_average,65,canvas_outcome_group:410405,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264939,outcome,ACCT 010 - SLO # 2,Complete an accounting cycle for a merchandising business&nbsp;according to Generally Accepted Accounting Principles&nbsp;(GAAP).,,,decaying_average,65,canvas_outcome_group:410405,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264940,outcome,ACCT 010 - SLO # 3,Analyze and prepare bank reconciliation and petty cash&nbsp;reports.,,,decaying_average,65,canvas_outcome_group:410405,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264941,outcome,ACCT 010 - SLO # 4,Generate and record payroll and payroll-related liabilities in accordance with state and federal laws and regulations.,,,decaying_average,65,canvas_outcome_group:410405,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264942,outcome,ACCT 104A - SLO # 1,"Perform tasks using General Ledger, Accounts Receivable and Accounts Payable with microcomputer software.",,,decaying_average,65,canvas_outcome_group:410406,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264943,outcome,ACCT 104A - SLO # 2,Apply accounting procedures using microcomputer software.,,,decaying_average,65,canvas_outcome_group:410406,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264944,outcome,ACCT 104A - SLO # 3,Communicate effectively using standard accounting terminology.,,,decaying_average,65,canvas_outcome_group:410406,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264945,outcome,ACCT 104A - SLO # 4,Print and/or display account reports and records.,,,decaying_average,65,canvas_outcome_group:410406,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264946,outcome,ACCT 104B - SLO # 1,Comprehend basic payroll concepts such as gross pay and tax calculations.,,,decaying_average,65,canvas_outcome_group:410407,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264947,outcome,ACCT 104B - SLO # 2,Generate a basic payroll using computer software.,,,decaying_average,65,canvas_outcome_group:410407,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264948,outcome,ACCT 104C - SLO # 1,Comprehend basic concepts of individual income taxation.,,,decaying_average,65,canvas_outcome_group:410408,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264949,outcome,ACCT 104C - SLO # 2,"Prepare a basic 1040 tax return using software, and the California 540.",,,decaying_average,65,canvas_outcome_group:410408,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264950,outcome,AJ 010 - SLO # 1,"Demonstrate cognitive knowledge of the three principle components of the criminal justice system (The police, court system and corrections).",,,decaying_average,65,canvas_outcome_group:410409,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264951,outcome,AJ 010 - SLO # 2,"Describe the various types of criminal activity defined by penal statutes, affirmative defenses to those crimes and an understanding of the theories offered by criminologists and sociologists for the causes of crime and delinquent behavior.",,,decaying_average,65,canvas_outcome_group:410409,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264952,outcome,AJ 010 - SLO # 3,Distinguish the differences between jail and prisons as they relate to corrections.,,,decaying_average,65,canvas_outcome_group:410409,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264953,outcome,AJ 010 - SLO # 4,Demonstrate the differences between probation and parole in the criminal justice system.,,,decaying_average,65,canvas_outcome_group:410409,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264954,outcome,AJ 010 - SLO # 5,Demonstrate transfer-level writing proficiency by preparing a research paper on one of the components of the Criminal Justice System.,,,decaying_average,65,canvas_outcome_group:410409,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264955,outcome,AJ 012 - SLO # 1,Discuss the goals and characteristics of Criminal Law; explain the adversary system and sources of criminal law,,,decaying_average,65,canvas_outcome_group:410410,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264956,outcome,AJ 012 - SLO # 2,"Discuss the philosophical and historical evolution of criminal law, noting the role of the judiciary in its development; explain and discuss criminal defenses, legal justifications and burdens of proof.",,,decaying_average,65,canvas_outcome_group:410410,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264957,outcome,AJ 012 - SLO # 3,"Know the basic terminology, definitions and theories of criminal law; explain capacity to commit crime, causation and culpability.",,,decaying_average,65,canvas_outcome_group:410410,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264958,outcome,AJ 012 - SLO # 4,"Identify elements of offenses against the person, property, morals and public welfare; classify crimes according to severity, explain lesser included offenses.",,,decaying_average,65,canvas_outcome_group:410410,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264959,outcome,AJ 012 - SLO # 5,Critically analyze various components of our system of criminal law.,,,decaying_average,65,canvas_outcome_group:410410,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264960,outcome,AJ 014 - SLO # 1,Demonstrate a cognitive knowledge of the development of evidence and the jury system and the use of such evidence in criminal investigations.,,,decaying_average,65,canvas_outcome_group:410411,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264961,outcome,AJ 014 - SLO # 2,"Explain the various types and classification of evidence including direct evidence, circumstantial evidence and contraband.",,,decaying_average,65,canvas_outcome_group:410411,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264962,outcome,AJ 014 - SLO # 3,"Explain the procedural and constitutional considerations affecting arrest, search and seizure and processing of criminal suspects within legal parameters.",,,decaying_average,65,canvas_outcome_group:410411,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264963,outcome,AJ 014 - SLO # 4,"Explain the rules of admissibility of physical evidence, testimonial evidence and documentary evidence in a court of law.",,,decaying_average,65,canvas_outcome_group:410411,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264964,outcome,AJ 016 - SLO # 1,Identify the stages in the trial process and application of the right to a jury trial.,,,decaying_average,65,canvas_outcome_group:410412,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264965,outcome,AJ 016 - SLO # 2,"Identify and critically analyze the concepts of due process as found in the 5th, 6th, 8th, and 14th amendments, including right of counsel, bail , jury trial and due process.",,,decaying_average,65,canvas_outcome_group:410412,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264966,outcome,AJ 016 - SLO # 3,Describe the history and application of the exclusionary rule in shaping criminal procedure.,,,decaying_average,65,canvas_outcome_group:410412,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264967,outcome,AJ 016 - SLO # 4,"Critically analyze the constitutionality of searches, seizures, admissions and confessions; what constitutes an unreasonable search and seizure.",,,decaying_average,65,canvas_outcome_group:410412,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264968,outcome,AJ 016 - SLO # 5,Describe the Miranda decision and the privilege against self-incrimination. Describe the application of the right to counsel in a criminal case.,,,decaying_average,65,canvas_outcome_group:410412,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264969,outcome,AJ 018 - SLO # 1,Explain the history and evolution of multiculturalism in the U.S. and the challenges presented by a multicultural society,,,decaying_average,65,canvas_outcome_group:410413,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264970,outcome,AJ 018 - SLO # 2,"Identify and explain key issues that pose potential conflict between diverse communities, the police, courts and corrections.",,,decaying_average,65,canvas_outcome_group:410413,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264971,outcome,AJ 018 - SLO # 3,Identify and describe the strategies for the administration of justice in a multicultural society.,,,decaying_average,65,canvas_outcome_group:410413,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264972,outcome,AJ 019 - SLO # 1,Identify and explain the role of documentation in the criminal investigative process; identify critical ethical issues relating to the investigative process.,,,decaying_average,65,canvas_outcome_group:410415,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264973,outcome,AJ 019 - SLO # 2,Describe the successive evolutional stages in the criminal justice process; identify procedures for first responders to crime scenes and explain the role of the investigator in the judicial process.,,,decaying_average,65,canvas_outcome_group:410415,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264974,outcome,AJ 019 - SLO # 3,"Recognize, identify and explain implications of a given piece of evidence in the criminal process; describe the duties related to the basic functions of crime scene management.",,,decaying_average,65,canvas_outcome_group:410415,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264975,outcome,AJ 019 - SLO # 4,Identify the role of forensic examination in the criminal investigative process; identify key information sources and data systems available to investigators.,,,decaying_average,65,canvas_outcome_group:410415,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264976,outcome,AJ 019 - SLO # 5,Compare the legalities and strategies of interview and interrogation.,,,decaying_average,65,canvas_outcome_group:410415,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264977,outcome,AJ 019 - SLO # 6 ,Demonstrate knowledge of all investigative techniques by participating in an actual crime scene investigation and assemble a written report of their activities.,,,decaying_average,65,canvas_outcome_group:410415,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264988,outcome,AJ 022 - SLO # 1,"Explain the theories, concepts and philosophies related to the role expectations of the patrol officer.",,,decaying_average,65,canvas_outcome_group:410416,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264989,outcome,AJ 022 - SLO # 2,"Explain patrol techniques utilized across the country including, but not limited to, directed patrol, problem solving patrol and selective enforcement.",,,decaying_average,65,canvas_outcome_group:410416,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
canvas_outcome:1264990,outcome,AJ 022 - SLO # 3,Explain the SARA system of discretionary decision making for the patrol officer with community involvement.,,,decaying_average,65,canvas_outcome_group:410416,active,4,4,Mastery,3,Accomplished,2,Adequate,1,Developing,0,Inadequate
